PAC,long,lat
3807523638471224,-38.47121600031812,-3.8077336996504982
3807733738471216F,-38.471125999765036,-3.8089953999177055
3807793838467209,-38.46720899989538,-3.8078049997009202
3808251838452063,-38.452082000184134,-3.808555799610417
3807586638452021,-38.452042000138135,-3.8079050996406067
3806991638451983,-38.452004000184445,-3.807226599827686
3806497238451899,-38.451947000253824,-3.8066876001525998
3806687638451947,-38.45198300011532,-3.8069915997824637
3807226638452004,-38.45202100006907,-3.8075866002413363
3807905138452042,-38.45206300020726,-3.808251799980553
3808835938452100,-38.45210100016101,-3.8088481997845633
3825098638461343F,-38.46134300007935,-3.825098600220201
3805858138451945,-38.45194500016157,-3.805858099671525
3805905538451373,-38.45137299986402,-3.805905500238623
3805752438449629,-38.449629000378025,-3.8057523996534997
3805723138449467,-38.44946700010195,-3.805723099741215
3805590838448398,-38.448398000267446,-3.8055907995756684
3805540238447991,-38.44799100038432,-3.805540200120106
3805505538447597,-38.44759700020137,-3.805505499778917
3805489838447344,-38.44734400022537,-3.8054898003139783
3805436338447144,-38.447143999995546,-3.8054362996454643
3805377238446697,-38.44669700006648,-3.8053771997978743
3805891338451063,-38.45106299995746,-3.8058912999434824
3820732738451881,-38.451880999908155,-3.8207327001539397
3820732738451881,-38.451880999908155,-3.8207327001539397
3792631138473909F,-38.4739090004,-3.792631100344977
3808753138448807,-38.44880700024282,-3.808753100075478
3808753138448807,-38.448752000404454,-3.8093572996995704
3808753138448807,-38.44883699982762,-3.809973900075363
3807986938463208,-38.46320799974933,-3.8079869001752513
3807831038467568,-38.467568000262986,-3.80783100000059
3807815338467209,-38.46720899989538,-3.8078152996363315
3807815338467209,-38.46646399971377,-3.807809499908444
3807809538466464,-38.466093999738234,-3.807805300074506
3807811738465743,-38.465742999739575,-3.8078116996501876
3807811738465743,-38.46504900011121,-3.8078218997608246
3807523638471224,-38.471223999787696,-3.8075236000340738
3807523638471224,-38.47069299958224,-3.8075378003291576
3807537838470693,-38.470413000159795,-3.8075349998403
3807535038470413,-38.47011499990725,-3.807594499886193
3807535038470413,-38.469506999748205,-3.807668300051944
3807668338469507,-38.4691240000725,-3.807721500346929
3807765538468828,-38.46882799991221,-3.8077654996779984
3807844938468637,-38.46863700009743,-3.807844899922145
3807849438467941F,-38.46794100037681,-3.807849400129669
3807849438467941F,-38.467568000262986,-3.80783100000059
3807499438471438F,-38.471223999787696,-3.8075236000340738
3807523638471224,-38.47122499983385,-3.80750900043995
3807509038471225F,-38.47128599994892,-3.80747770043547
3807843838464011,-38.46365000034717,-3.8078436004017817
3823638238465513F,-38.465512999924954,-3.8236382001427955
3823641538465500,-38.46550000022478,-3.823641499755354
3823623238465541,-38.465541000316875,-3.8236232003503687
3832474238461633,-38.461632999962944,-3.8324742002241123
3811169038449081F,-38.44908100028789,-3.811169000149164
3811206538449095,-38.44909500003416,-3.8112065000798907
3811206538449095,-38.44909500003416,-3.8112065000798907
3811172038449096,-38.44909600008032,-3.811172000287513
3811172038449096,-38.44909600008032,-3.811172000287513
3811355538425147F,-38.425147000033974,-3.8113554997564734
3806354038441962,-38.441962000246065,-3.8063540002368654
3806354038441962,-38.44258600024369,-3.8057747999670255
3809380738438375,-38.43876800044285,-3.809313099819633
3809476338437584F,-38.437972999754095,-3.809420399731607
3809420438437973,-38.438375000305996,-3.8093807000591937
3807998638463429,-38.46343799956401,-3.80799910037814
3792588838473388,-38.473391999940816,-3.7926006996625006
3792558638473033,-38.47269200003575,-3.79252960016089
3792727538473442,-38.473423999617864,-3.7929355001731437
3792727538473442,-38.473371999917845,-3.7934934000003864
3792727538473442,-38.47333600005629,-3.7939598001046306
3793959838473336,-38.47329499996425,-3.794320299642095
3793959838473336,-38.47326799961843,-3.794760200322912
3795048338473250,-38.47324999968771,-3.795048299939026
3795239138473316,-38.47331600003332,-3.795239100104311
3795239138473316,-38.473820999939164,-3.795265499703021
3795306738474125,-38.47412499956903,-3.795306700343872
3795140238474136,-38.47413600007627,-3.7951401998602705
3795140238474136,-38.47472200012015,-3.7952095996432718
3795226838474940,-38.47494000028075,-3.795226800076705
3795226838474940,-38.47563199981687,-3.7952719001780224
3795271938475632,-38.475756000139256,-3.795491900430818
3805181038474929,-38.47491900021163,-3.8053297003053785
3805181038474929,-38.47470400018943,-3.8076944001763877
3792600738473392F,-38.4734420004479,-3.7927274995744256
3809724938456185,-38.45617900026059,-3.8097262996290056
3809737438456153,-38.45538799975634,-3.8098897001494834
3809726338456179F,-38.45615299996092,-3.809737399960966
3821047438421889,-38.42201999972315,-3.820673200108047
3826091338464247,-38.46408699981515,-3.8260348996907965
3826416838465282,-38.46529599981051,-3.826421600076742
3822372638452740,-38.45273899990485,-3.8223716003690242
3807846338461877,-38.461877000423215,-3.8078463001665455
3807850638461923,-38.461922999846536,-3.807850599825258
3807825838461903F,-38.461902999823565,-3.807825800120554
3807825838461903F,-38.461877000423215,-3.8078463001665455
3807846338461877,-38.46164899980147,-3.8077815004158424
3808006438465168,-38.46504399988066,-3.8080147000183615
3808006438465168,-38.46438900025214,-3.80802419955711
3808006438465168,-38.46343799956401,-3.80799910037814
3807791438470466,-38.47085399981222,-3.807743399738058
3807694438474704,-38.47447000019031,-3.8079536000785197
3812613738436320,-38.43644500033645,-3.8132239995878763
3813851338436525,-38.43660100033583,-3.8140665995938434
3814066638436601,-38.43661700017435,-3.81418790015141
3807841538463290,-38.463278000279445,-3.8078376999498573
3807743438470854,-38.471405000040704,-3.80774539983031
3807953838467586,-38.46825400042172,-3.8079767000646143
3807953838467586,-38.46967700039323,-3.8078891996268
3818579638450724,-38.45073400007402,-3.8185745997379286
3818574638450734F,-38.450905999911924,-3.8184882000703055
3819616038451250F,-38.45086599986598,-3.818874799732157
3815316138436937,-38.43718999961874,-3.81620779994995
3812131738423995F,-38.42400999976161,-3.8124360999460123
3809255538439038,-38.43876800044285,-3.809313099819633
3809075138439515,-38.439696000070285,-3.8088674003102483
3809075138439515,-38.44018300004535,-3.808307899689794
3809075138439515,-38.441323999602844,-3.8069981000821826
3805774838442586,-38.44258600024369,-3.8057747999670255
3805774838442586,-38.443339999940974,-3.805444399839132
3805444438443340,-38.443958999708,-3.805311900024094
3804994038444978,-38.44489899988889,-3.8053020002870426
3805372838446651,-38.44550399990965,-3.80532460025006
3805372838446651,-38.444900999981144,-3.80530210011176
3806726938441561,-38.44156099974032,-3.8067268996266534
3806726938441561,-38.441962000246065,-3.8063540002368654
3806354038441962,-38.44178700026981,-3.8062125000068363
3812421738423791,-38.42400999976161,-3.8124360999460123
3805700638449421F,-38.44927100005657,-3.8056880001010995
3805302038444899,-38.44489899988889,-3.8053020002870426
3805302038444899,-38.444273999845166,-3.8053086004115357
3825613638434550F,-38.4345500001823,-3.825613599687813
3825613638434550F,-38.43452599997488,-3.8255986997201603
3819090638432916,-38.43290800000415,-3.8190829999804237
3818823438438108,-38.43810100026093,-3.818833199792266
3818823438438108,-38.438340999637376,-3.8194877002970884
3818833238438101F,-38.43801199975394,-3.8189609997502885
3812667438449412F,-38.44941200026358,-3.8126674001803167
3813194238449520,-38.449519999848064,-3.813194199652571
3813194238449520,-38.44948099984822,-3.8130320995517195
3813194238449520,-38.44940399989463,-3.8126694002725685
3810625538429949,-38.429687999901205,-3.8106650002894753
3830755638461928F,-38.46192700003098,-3.8307839001568027
3830741938461925,-38.461972000307526,-3.830570400203783
3830592738462076,-38.461972000307526,-3.830570400203783
3830879738462538,-38.46253200005174,-3.830876099552313
3830876138462532F,-38.462075999707565,-3.8305926997932147
3829603938463215,-38.46310799963442,-3.8299141001555768
3829603938463215,-38.46278700011993,-3.8304760001672093
3829603938463215,-38.462538000328436,-3.8308797004377766
3817176338452147,-38.452217000114445,-3.8174943997466926
3807497938460402,-38.46053299959823,-3.80754209998787
3819569538422814,-38.422814000365804,-3.8195694999324132
3819577238422814F,-38.422814000365804,-3.819577199927778
3819494138422299F,-38.422298999998816,-3.81949409987277
3819494138422299F,-38.42274599992788,-3.819559700020079
3810629338429955,-38.429954999623476,-3.8106292999022457
3811641038424163,-38.424162999622695,-3.8116410003318606
3811641038424163,-38.42467900003578,-3.811435300198923
3811435338424679,-38.42468300022023,-3.8114481002496063
3811448138424683F,-38.42473299982805,-3.811489399815912
3809075138439515,-38.43903800030341,-3.8092555000412744
3824929638465554,-38.466689000197164,-3.82452319958594
3824523238466689,-38.46676800024295,-3.824455700070473
3824455738466768,-38.46694400026536,-3.8243855997155833
3833027838461343,-38.461932000261584,-3.8333826998516543
3810853238428388,-38.42784600039255,-3.8109328004083523
3811098638426729,-38.42784600039255,-3.8109328004083523
3810797438428771F,-38.428763999558896,-3.810798500150611
3810665038429688,-38.429687999901205,-3.8106650002894753
3810665038429688,-38.42932700034078,-3.8107155997450946
3821710738439125,-38.438822000235064,-3.82086770008425
3821909138439019F,-38.43900899986539,-3.8219115000156876
3821909138439019F,-38.438235000145085,-3.8221188000425173
3822184638438199,-38.438430000144365,-3.8233014004392203
3822118838438235,-38.43819900028359,-3.8221845998393746
3821710738439125,-38.43901900032654,-3.821909099725133
3826205338464668,-38.46461900006676,-3.8262933999204165
3826293438464619,-38.46462300025121,-3.826304899551417
3827515238464082,-38.46382400027733,-3.8281043997981783
3826310238464609,-38.46460799955946,-3.8262974001048633
3807853138468335,-38.46794100037681,-3.807849400129669
3807926538462545,-38.4622329997531,-3.8078863002125445
3807860038462028F,-38.46202800019199,-3.807860000438609
3807591538460769,-38.46076899968955,-3.8075914997478435
3807267238459242,-38.459242000318,-3.807267199721423
3807267238459242,-38.45880700004295,-3.807171799638809
3807171838458807,-38.45839199979093,-3.807064599551609
3806657138456413F,-38.45598000007692,-3.8065626996088326
3806562738455980,-38.455624999893814,-3.8064828002409854
3806562738455980,-38.45498500005766,-3.806349400204624
3806349438454985,-38.454581000312885,-3.8062850995776216
3806349438454985,-38.4537830003851,-3.8061620003759913
3806162038453783,-38.45194500016157,-3.805858099671525
3809665938436236,-38.435901999577595,-3.809713799951851
3809713838435902,-38.435586000293654,-3.809763300435918
3809713838435902,-38.4347270002508,-3.809890800020355
3809890838434727,-38.43434799986028,-3.8099594003060133
3809890838434727,-38.433569999955466,-3.810084399775178
3810132538433188,-38.43318800032591,-3.810132500014845
3810132538433188,-38.432373999660285,-3.8102671995715696
3810315338431945F,-38.43194499966194,-3.8103152998111796
3810315338431945F,-38.43108100028792,-3.8104361003457257
3810436138431081,-38.43077899985093,-3.810481699570744
3810625538429949,-38.4299490002461,-3.8106255002665534
3810715638429327F,-38.42932700034078,-3.8107155997450946
3811098638426729,-38.42672900014321,-3.811098600320122
3811232138425951,-38.4259510002384,-3.8112321001812575
3811278238425578,-38.425578000124574,-3.8112782003286156
3811278238425578,-38.42517300033364,-3.811350399701155
3811394238424942,-38.424941999573605,-3.8113942002820522
3811808938424078,-38.42407800019953,-3.8118089001605426
3811808938424078,-38.42399399992314,-3.812123400274629
3814154338423882,-38.42400999976161,-3.8124360999460123
3820262738422136F,-38.42201999972315,-3.820673200108047
3807926538462545,-38.46287399963535,-3.807961899921679
3807843838464011,-38.46401099990766,-3.8078438000512733
3808310738464480F,-38.464479999952005,-3.8083107001785947
3808310738464480F,-38.464840000365655,-3.808943400217686
3808310738464480F,-38.465198999833945,-3.809558200150775
3809558238465199,-38.46536999962575,-3.809892399914304
3807684238468360F,-38.46833299956825,-3.807683899692165
3807749238468829F,-38.468837000327255,-3.8076498000981474
3807809138461640,-38.46164100033184,-3.8078120998484906
3807064638458392,-38.45839199979093,-3.807064599551609
3806697038458205F,-38.4582050001606,-3.806696999866631
3806697038458205F,-38.45788799993119,-3.806083399629131
3806697038458205F,-38.457548999586606,-3.8054383995624335
3805110338457380,-38.45737999988705,-3.8051102999003774
3806349438454985,-38.45498500005766,-3.806349400204624
3806581638454978F,-38.454977999734865,-3.806581599760989
3806581638454978F,-38.455208000448806,-3.807049999957485
3806581638454978F,-38.455486999825155,-3.8076519000151166
3806581638454978F,-38.45579599968562,-3.808301500114112
3808301538455796,-38.4559509996389,-3.808626300163553
3808301538455796,-38.45622799982232,-3.809203500341198
3809419338456313,-38.4563130001448,-3.8094192998607355
3809724938456185,-38.45618499963797,-3.809724900283868
3809724938456185,-38.45637200016762,-3.810268699640744
3810718638456457,-38.45645699959084,-3.810718599883444
3810673338456687,-38.45668700030478,-3.8106733001326347
3810956538456798,-38.45679800002762,-3.8109565002422414
3810496238459106F,-38.45910600034159,-3.810496200239413
3809994738435889,-38.43588899987742,-3.809994699595677
3810011838435890,-38.43588999992352,-3.810011800204393
3811894238436210,-38.436210000291226,-3.811894199957294
3813573938436495,-38.43649499994427,-3.8135738997156636
3816560038437312F,-38.43731199984887,-3.8165599996441983
3816560038437312F,-38.43753500024002,-3.8171637999693644
3816560038437312F,-38.437754000446716,-3.817828600409541
3818146938437878,-38.43787899991588,-3.818149299550498
3818823438438108,-38.438107999684405,-3.818823399879932
3819487738438341F,-38.438340999637376,-3.8194877002970884
3819487738438341F,-38.43859299956722,-3.820185799934677
3819487738438341F,-38.438822000235064,-3.82086770008425
3820867738438822,-38.438689000397005,-3.8208718999181883
3820871938438689,-38.438346999914074,-3.8209741995995614
3820871938438689,-38.437630000124386,-3.821192599958465
3820871938438689,-38.436756000289165,-3.8214618003217993
3821461838436756,-38.43652200029004,-3.821520300321538
3817828638437754,-38.43762599993988,-3.817801500239
3817801538437626F,-38.437395000079164,-3.817879299689878
3817801538437626F,-38.43668599975905,-3.8180722995969063
3817801538437626F,-38.43599600031513,-3.8182399997760967
3817801538437626F,-38.43528499990276,-3.8184364998445517
3818436538435285,-38.43495199983488,-3.818536900157767
3818436538435285,-38.434595999605676,-3.8186374002957564
3818436538435285,-38.433892000415426,-3.8188226003826458
3818436538435285,-38.43325599986446,-3.818983999911609
3819020338433090,-38.43309000030325,-3.81902030014669
3819520438431464,-38.43146399996357,-3.8195203996467058
3818430038435283F,-38.43528299981057,-3.8184300004440956
3818096338435164,-38.43516399971878,-3.818096299804324
3819027538433087F,-38.4330870001649,-3.8190275001189775
3820465838433326,-38.43332600039457,-3.820465800256443
3823349238433911,-38.4339110003923,-3.8233492003053016
3824431638434330,-38.4343299999295,-3.824431600038281
3824901838434444,-38.43444399979069,-3.8249017997782175
3823349238433911,-38.4339110003923,-3.8233492003053016
3823390438433734F,-38.433734000323795,-3.8233904000468897
3823390438433734F,-38.43312099993415,-3.823511599880362
3823347738433917F,-38.43391699976968,-3.823347700236127
3819083038432908F,-38.43290800000415,-3.8190829999804237
3819083038432908F,-38.43278299963566,-3.818760000373686
3819083038432908F,-38.432568999659566,-3.818111299596751
3820867738438822,-38.438870999796734,-3.8208337003149495
3820833738438871,-38.43922499993374,-3.820735999766555
3820833738438871,-38.43972100032386,-3.8205736001914374
3809897238434725F,-38.43471399965131,-3.8099564999924382
3810441738431085F,-38.431114000011064,-3.810483099815144
3810483138431114,-38.431165999711084,-3.8108073000168474
3810483138431114,-38.431263999733744,-3.8115373004060302
3810483138431114,-38.43134299977959,-3.81226729989595
3830741938461925,-38.46192499993873,-3.8307419000186087
3830990238461813,-38.4618130001698,-3.8309902001375917
3810629338429955F,-38.429954999623476,-3.8106292999022457
3811400638424944F,-38.4249439996658,-3.811400599857734
3811400638424944F,-38.425147000033974,-3.8119388000355343
3813361438425579,-38.42557900017067,-3.8133613998086844
3814310538425617,-38.42561700012442,-3.8143105002293396
3814310538425617,-38.42586099968537,-3.814817699876926
3809713838435902,-38.43585900029257,-3.8097634002606924
3807765538468828,-38.46882899995836,-3.807749200365265
3810436138431081,-38.431084999573045,-3.8104417004240645
3811394238424942,-38.4249439996658,-3.811400599857734
3807781538461649,-38.46164000028574,-3.8078090997101413
3825205438464773,-38.46478399958187,-3.8252006004273085
3805373838446674F,-38.44665099974378,-3.8053728003144442
3805351938446676F,-38.44665399988213,-3.805350499825636
3805401738446862,-38.446861999581586,-3.8054017000283693
3805377238446697,-38.44669700006648,-3.8053771997978743
3805377238446697,-38.44667599999735,-3.805351900070093
3807851538470063F,-38.47006400025339,-3.8078966001479557
3807851538470063,-38.47006300020723,-3.807841299936001
3807889238469677,-38.47006300020723,-3.807841299936001
3818874838450866,-38.450723999612876,-3.8185795999685297
3831308938462298,-38.46230500037541,-3.8313136997674064
3829803738458043,-38.45830700036771,-3.829758399630407
3821995338452547F,-38.452012999700116,-3.8209882002452105
3820453538451745F,-38.45322699992607,-3.819960300327523
3819863738422256,-38.422272999699146,-3.8194811001725952
3807781538461649,-38.46148799957149,-3.8077200002777545
3821334038421808,-38.4218079998393,-3.821334000363777
3817828638437754,-38.437754000446716,-3.817828600409541
3805868038451944F,-38.451944000115475,-3.805868000307896
3822251838422718,-38.42271800043534,-3.8222517998806325
3822580838425420,-38.42542000003294,-3.8225807997640686
3822580838425420,-38.426049000261116,-3.8221187002178
3821606338423007,-38.4233109999027,-3.8218785002924847
3821606338423007,-38.423912999785045,-3.8224260003595987
3821606338423007,-38.4244900003132,-3.822945000011714
3823259738424646,-38.424646000312634,-3.823259699775292
3822916938424845F,-38.424844999596985,-3.8229168997950183
3821273538422103F,-38.42210299995344,-3.8212735002717864
3821273538422103,-38.42210299995344,-3.8212735002717864
3821273538422103,-38.42269800041237,-3.8215066998742486
3822746938425208,-38.42542000003294,-3.8225807997640686
3822681638425148F,-38.42500799991922,-3.822509200239324
3822681638425148F,-38.42457899992087,-3.8221013001348183
3822681638425148F,-38.42410499964598,-3.8217374002607585
3822746938425208,-38.42520800014904,-3.822746900049367
3823176538425453F,-38.42545299975609,-3.82317649989551
3824474538425830,-38.42583000005442,-3.824474500397855
3824474538425830,-38.425736000216205,-3.8239221997496884
3824474538425830,-38.42555600000935,-3.823375799553446
3824319538423808,-38.42380800033891,-3.824319500444517
3824319538423808,-38.423372000017764,-3.8248042997785774
3823259738424646,-38.424646000312634,-3.823259699775292
3823542638424463,-38.42446299996743,-3.823542600410633
3823542638424463,-38.424056000084306,-3.824043399583161
3824472638425488F,-38.4251740003798,-3.8240289996385854
3824472638425488F,-38.424646000312634,-3.823259699775292
3828144638424999,-38.42511000012638,-3.827759800274521
3828144638424999,-38.425298999848906,-3.8270244003557536
3826660938425384,-38.42538400017145,-3.826660899780677
3826660938425384,-38.4255590001477,-3.825841499585465
3826660938425384,-38.42561399998607,-3.8249185001885735
3829277638424733,-38.42473299982805,-3.8292775995815305
3830321438424478,-38.42447799975986,-3.830321400412231
3829795738424604,-38.42460400017444,-3.8297956999115854
3829798438424612F,-38.424611999644014,-3.829798399676349
3829798438424612F,-38.42510699998803,-3.829960599601918
3821506738422698,-38.42269800041237,-3.8215066998742486
3821614938423003F,-38.42300300008833,-3.821614900007603
3807477738471286,-38.47128599994892,-3.80747770043547
3814187938436617,-38.43661700017435,-3.81418790015141
3814187938436617,-38.43661700017435,-3.81418790015141
3814188738436604F,-38.43660399957486,-3.814188699648696
3814188738436604F,-38.43509600018024,-3.8144849003577974
3823581238454808,-38.45480699994306,-3.8235807001890976
3821606338423007,-38.423007000272776,-3.821606299790858
3814128638449718,-38.449717999985694,-3.8141285997550085
3814128638449718,-38.44957000035521,-3.813406099711699
3825681938455833,-38.45583299959321,-3.8256818995999424
3825681938455833,-38.45526400033333,-3.826080900013494
3825681938455833,-38.45464399962083,-3.826506100376207
3825641938455925,-38.45583299959321,-3.8256818995999424
3826506138454644F,-38.454661000404826,-3.8265273000947673
3813668038425615F,-38.42579500023902,-3.8136578001672774
3813564238425600,-38.42560799970937,-3.813665299613831
3813665338425608,-38.42561500003217,-3.8136680002779713
3813799938425624F,-38.42563900023964,-3.8138011997655212
3814310538425617,-38.425628999778496,-3.813937199741929
3813665338425608,-38.42560899975547,-3.813669100148786
3813937238425629,-38.425628999778496,-3.813937199741929
3813937238425629,-38.42561900021667,-3.8138020999869013
3813799538425619,-38.42561900021667,-3.813799500046855
3824431638434330,-38.4343299999295,-3.824431600038281
3791290338473622F,-38.47362199975544,-3.7912903002071516
3793849738472461,-38.472461000174974,-3.7938496997038555
3811166438426332,-38.42633199982191,-3.8111664002091743
3811166438426332,-38.4259510002384,-3.8112321001812575
3811944638449244,-38.449165999711056,-3.811590700350507
3812669438449404,-38.44940399989463,-3.8126694002725685
3812669438449404,-38.4492439997108,-3.8119445997634216
3805888738451834,-38.451944000115475,-3.805868000307896
3809890838434727,-38.43472500015861,-3.809897199596037
3833191238424057F,-38.42393099971582,-3.8333045002024733
3816927538423079F,-38.42386000003893,-3.8144532001550147
3819481138422273,-38.422296999906564,-3.8194939002232786
3819867938451431,-38.45143099984074,-3.819867900383258
3819867938451431,-38.45124999958779,-3.819616000278131
3807854238468635F,-38.46850200016712,-3.8092807997690556
3828104438463824,-38.46383099970086,-3.8281064997151475
3834177338460672,-38.46066500028951,-3.834179199710263
3826140738464504,-38.46450200006723,-3.826134299957914
3823713138455197,-38.45520100012601,-3.8237188000825313
3817715138450445,-38.450451999660004,-3.8177128999303136
3808638938448819,-38.4488260002197,-3.8086401002603907
3826306138464945F,-38.46466799962843,-3.8262052996348075
3826205338464668,-38.46450400015942,-3.8261407004329158
3826140738464504,-38.464246999999034,-3.8260912997736227
3826034938464087F,-38.46390100023092,-3.8259696997417905
3826034938464087F,-38.4634110001175,-3.8258125000467658
3825812538463411,-38.46306300025719,-3.825659699835228
3825216638461804F,-38.46179600028512,-3.825214199975278
3825216638461804F,-38.4613409999871,-3.8250823998328656
3825082438461341,-38.46109700042621,-3.825014500119039
3824936838460825,-38.460824999574015,-3.8249367995935586
3824936838460825,-38.460053999992056,-3.8247191996313177
3824936838460825,-38.45949100010955,-3.824613399788518
3824554138459154,-38.459153999857165,-3.8245541002914365
3824349338457432,-38.45743199958707,-3.824349300379879
3824349338457432,-38.45798399986165,-3.824410799618647
3824349338457432,-38.458734000273864,-3.824496399788984
3824349338457432,-38.45714399979573,-3.824313400343101
3824349338457432,-38.4563429997296,-3.82407330024256
3824349338457432,-38.45557300019374,-3.823829399607064
3823479038454461,-38.454461000175,-3.823479000355519
3823479038454461,-38.4540360003611,-3.8233616999823994
3819867938451431,-38.45143099984074,-3.819867900383258
3819867938451431,-38.45173600041602,-3.820456799841395
3818579638450724,-38.450719000281595,-3.818569200208401
3818404738450623,-38.45062300035113,-3.8184046998169947
3818302138450570,-38.45056999970569,-3.818302099762036
3818011338450511,-38.45051099968282,-3.8180113003811584
3816768438450261,-38.45026099984523,-3.8167684004412763
3816768438450261,-38.45018499993773,-3.8164034996217424
3816403538450185,-38.45012199973047,-3.8160529996461605
3816053038450122,-38.450072000122645,-3.815836399730017
3816053038450122,-38.449944999661966,-3.8152224001935906
3815222438449945,-38.44987099984672,-3.8148591999920427
3815222438449945,-38.449717999985694,-3.8141285997550085
3813403938449570,-38.449519999848064,-3.813194199652571
3810330438449018F,-38.44909600008032,-3.811172000287513
3808638938448819,-38.44886999955082,-3.8082918998512696
3826304938464623F,-38.46462300025121,-3.826304899551417
